# gnuplot data for packet timing
# ts	local_ts	difference
1383126875909	1383126876122	213
1383126875923	1383126876129	206
1383126875932	1383126876145	213
1383126875942	1383126876164	222
1383126875956	1383126876170	214
1383126875963	1383126876175	212
1383126875973	1383126876193	220
1383126875983	1383126876212	229
1383126876004	1383126876218	214
1383126876017	1383126876223	206
1383126876027	1383126876227	200
1383126876037	1383126876244	207
1383126876051	1383126876261	210
1383126876057	1383126876265	208
1383126876067	1383126876270	203
1383126876078	1383126876286	208
1383126876106	1383126876308	202
1383126876118	1383126876314	196
1383126876128	1383126876319	191
1383126876138	1383126876334	196
1383126876153	1383126876353	200
1383126876158	1383126876359	201
1383126876168	1383126876364	196
1383126876179	1383126876382	203
1383126876200	1383126876399	199
1383126876214	1383126876404	190
1383126876224	1383126876409	185
1383126876234	1383126876415	181
1383126876247	1383126876433	186
1383126876254	1383126876451	197
1383126876264	1383126876456	192
1383126876274	1383126876462	188
1383126876293	1383126876525	232
1383126876306	1383126876541	235
1383126876316	1383126876551	235
1383126876327	1383126876556	229
1383126876341	1383126876590	249
1383126876347	1383126876598	251
1383126876357	1383126876603	246
1383126876367	1383126876620	253
1383126876389	1383126876637	248
1383126876403	1383126876643	240
1383126876414	1383126876649	235
1383126876424	1383126876655	231
1383126876448	1383126876672	224
1383126876458	1383126876691	233
1383126876468	1383126876696	228
1383126876483	1383126876713	230
1383126876488	1383126876718	230
1383126876498	1383126876735	237
1383126876508	1383126876741	233
1383126876518	1383126876746	228
1383126876533	1383126876762	229
1383126876538	1383126876779	241
1383126876548	1383126876785	237
1383126876558	1383126876789	231
1383126876580	1383126876806	226
1383126876594	1383126876825	231
1383126876604	1383126876832	228
1383126876614	1383126876837	223
1383126876639	1383126876842	203
1383126876649	1383126876858	209
1383126876659	1383126876880	221
1383126876674	1383126876884	210
1383126876679	1383126876921	242
1383126876689	1383126876925	236
1383126876699	1383126876933	234
1383126876720	1383126876938	218
1383126876734	1383126876955	221
1383126876744	1383126876974	230
1383126876755	1383126876979	224
1383126876779	1383126876983	204
1383126876789	1383126876999	210
1383126876799	1383126877041	242
1383126876815	1383126877047	232
1383126876819	1383126877068	249
1383126876829	1383126877073	244
1383126876839	1383126877078	239
1383126876849	1383126877103	254
1383126876873	1383126877121	248
1383126876883	1383126877126	243
1383126876893	1383126877134	241
1383126876911	1383126877149	238
1383126876924	1383126877168	244
1383126876934	1383126877174	240
1383126876945	1383126877180	235
1383126876958	1383126877196	238
1383126876965	1383126877218	253
1383126876975	1383126877224	249
1383126876984	1383126877230	246
1383126877005	1383126877244	239
1383126877019	1383126877249	230
1383126877040	1383126877273	233
1383126877055	1383126877279	224
1383126877060	1383126877294	234
1383126877069	1383126877299	230
1383126877080	1383126877321	241
1383126877109	1383126877326	217
1383126877121	1383126877341	220
1383126877131	1383126877347	216
1383126877141	1383126877352	211
1383126877157	1383126877374	217
1383126877170	1383126877385	215
1383126877184	1383126877392	208
1383126877203	1383126877397	194
1383126877218	1383126877415	197
1383126877227	1383126877421	194
1383126877238	1383126877434	196
1383126877262	1383126877440	178
1383126877272	1383126877446	174
1383126877283	1383126877466	183
1383126877297	1383126877471	174
1383126877303	1383126877481	178
1383126877313	1383126877489	176
1383126877322	1383126877494	172
1383126877332	1383126877499	167
1383126877345	1383126877520	175
1383126877353	1383126877529	176
1383126877363	1383126877535	172
1383126877373	1383126877540	167
1383126877391	1383126877546	155
1383126877404	1383126877569	165
1383126877414	1383126877575	161
1383126877424	1383126877581	157
1383126877438	1383126877586	148
1383126877444	1383126877592	148
1383126877454	1383126877598	144
