# gnuplot data for packet timing
# ts	local_ts	difference
1383126872949	1383126873024	75
1383126872959	1383126873029	70
1383126872969	1383126873045	76
1383126872982	1383126873049	67
1383126872989	1383126873065	76
1383126872999	1383126873071	72
1383126873009	1383126873078	69
1383126873028	1383126873098	70
1383126873040	1383126873116	76
1383126873050	1383126873121	71
1383126873060	1383126873125	65
1383126873079	1383126873144	65
1383126873091	1383126873163	72
1383126873102	1383126873169	67
1383126873111	1383126873174	63
1383126873128	1383126873191	63
1383126873131	1383126873208	77
1383126873141	1383126873214	73
1383126873152	1383126873218	66
1383126873161	1383126873236	75
1383126873186	1383126873255	69
1383126873196	1383126873260	64
1383126873207	1383126873267	60
1383126873222	1383126873273	51
1383126873226	1383126873288	62
1383126873236	1383126873304	68
1383126873246	1383126873309	63
1383126873256	1383126873313	57
1383126873270	1383126873333	63
1383126873276	1383126873334	58
1383126873286	1383126873353	67
1383126873296	1383126873360	64
1383126873306	1383126873364	58
1383126873328	1383126873382	54
1383126873338	1383126873409	71
1383126873348	1383126873411	63
1383126873363	1383126873448	85
1383126873368	1383126873453	85
1383126873378	1383126873458	80
1383126873388	1383126873491	103
1383126873398	1383126873496	98
1383126873414	1383126873506	92
1383126873418	1383126873522	104
1383126873428	1383126873539	111
1383126873437	1383126873545	108
1383126873448	1383126873549	101
1383126873460	1383126873555	95
1383126873468	1383126873572	104
1383126873478	1383126873590	112
1383126873488	1383126873597	109
1383126873506	1383126873603	97
1383126873508	1383126873619	111
1383126873518	1383126873635	117
1383126873528	1383126873641	113
1383126873538	1383126873647	109
1383126873552	1383126873663	111
1383126873558	1383126873682	124
1383126873568	1383126873688	120
1383126873578	1383126873694	116
1383126873600	1383126873709	109
1383126873613	1383126873726	113
1383126873623	1383126873733	110
1383126873633	1383126873738	105
1383126873647	1383126873744	97
1383126873653	1383126873760	107
1383126873663	1383126873778	115
1383126873673	1383126873783	110
1383126873693	1383126873789	96
1383126873705	1383126873805	100
1383126873716	1383126873807	91
1383126873726	1383126873831	105
1383126873741	1383126873835	94
1383126873745	1383126873851	106
1383126873755	1383126873869	114
1383126873765	1383126873873	108
1383126873786	1383126873882	96
1383126873798	1383126873895	97
1383126873808	1383126873901	93
1383126873818	1383126873926	108
1383126873833	1383126873930	97
1383126873838	1383126873948	110
1383126873848	1383126873967	119
1383126873858	1383126873969	111
1383126873880	1383126873995	115
1383126873893	1383126874015	122
1383126873903	1383126874019	116
1383126873913	1383126874057	144
1383126873928	1383126874064	136
1383126873933	1383126874066	133
1383126873942	1383126874077	135
1383126873953	1383126874084	131
1383126873963	1383126874105	142
1383126873988	1383126874118	130
1383126873998	1383126874122	124
1383126874008	1383126874138	130
1383126874029	1383126874158	129
1383126874042	1383126874161	119
1383126874052	1383126874183	131
1383126874062	1383126874187	125
1383126874075	1383126874202	127
1383126874082	1383126874215	133
1383126874092	1383126874220	128
1383126874102	1383126874249	147
1383126874122	1383126874258	136
1383126874134	1383126874262	128
1383126874144	1383126874297	153
1383126874154	1383126874305	151
